Biocore Curriculum Honors UCrt,"['Demonstrate advanced level scientific reasoning and integration of biological concepts and processes ? from molecules to the biosphere, across different forms of life, through space and time.']"
Biological Systems Engin BS,"['The ability to create a system, component, or process to meet desired needs within realistic constraints such as economic, environmental, social, political, ethical, health and safety, manufacturability, and sustainability.', 'The broad education necessary to understand and assess the impact of engineering solutions in a global, economic, environmental, and societal context.', 'The ability to create a system, component, or process to meet desired needs within realistic constraints such as economic, environmental, social, political, ethical, health and safety, manufacturability, and sustainability.', 'An understanding of professional and ethical responsibility.', 'An understanding of professional and ethical responsibility.', 'The ability to create a system, component, or process to meet desired needs within realistic constraints such as economic, environmental, social, political, ethical, health and safety, manufacturability, and sustainability.']"
Biological Systems Engin MS,['Recognizes and applies principles of ethical and professional conduct.']
Biological Systems Engr PHD,['Fosters ethical and professional conduct.']
Biology BA,[]
Biology BS-ALS,[]
Biology in Engineering UCrt,"['Develop an understanding of the challenges in biology, medicine, public health, and environmental health that are currently being addressed by engineering research and development.']"
Biomedical Data Science MS,[]
Biomedical Data Science PHD,['Identify the ethical and regulatory issues surrounding a research project.']
Biomedical Engineering BS,"['an ability to function effectively on a team whose members together provide leadership, create a collaborative and inclusive environment, establish goals, plan tasks, and meet objectives', 'an ability to apply engineering design to produce solutions that meet specified needs with consideration of public health, safety, and welfare, as well as global, cultural, social, environmental, and economic factors', 'an ability to recognize ethical and professional responsibilities in engineering situations and make informed judgments, which must consider the impact of engineering solutions in global, economic, environmental, and societal contexts', 'an ability to function effectively on a team whose members together provide leadership, create a collaborative and inclusive environment, establish goals, plan tasks, and meet objectives', 'an ability to recognize ethical and professional responsibilities in engineering situations and make informed judgments, which must consider the impact of engineering solutions in global, economic, environmental, and societal contexts', 'an ability to function effectively on a team whose members together provide leadership, create a collaborative and inclusive environment, establish goals, plan tasks, and meet objectives']"
Biomedical Engineering MS,['Recognize and apply principles of ethical and professional conduct.']
Biomedical Engineering PHD,['Foster ethical and professional conduct.']
Biometry MS,['Recognizes and applies principles of ethical and professional conduct.']
Biophysics MS,['Recognizes and applies principles of ethical conduct.']
Biophysics PHD,['Fosters ethical conduct and professional guidelines.']
Biotechnology MS,"['Recognize and apply principles of ethical and professional conduct develop long-term networks and relationships with industry partners.', 'Understand the ethical and safety issues that help shape public policies on biotechnology and its applications.']"
Botany BA,['Acquire and demonstrate foundational understanding of the basic properties of plant life from the subcellular to the ecosystem level of organization.']
Botany MS,"['Acquire and demonstrate fundamental understanding of the basic properties of plant life from the subcellular to the ecosystem level of organization.', 'Recognize and apply ethical conduct in the collection, analysis, and presentation of scientific data.']"
Botany PHD,"['Demonstrate a fundamental breadth of understanding of the basic properties of plant life from the subcellular to the ecosystem level of organization, and an ability to integrate acquired botanical expertise with knowledge of related disciplines including, but not limited to, mathematics, physical sciences, and other life sciences.']"
Bus Analytics GCrt,[]
Bus Environment & Soc Res GCrt,"['Gain knowledge of (i) causes of environmental and social challenges related to business and respective policy and business responses, (ii) frameworks and measurement systems for incorporating sustainability concerns into business analysis and decision-making, and (iii) domains in which business activities and sustainability concerns intersect and the management of these intersections.', 'Acquire skills to (i) analyze causes of and responses to environmental/social problems; develop and implement solutions as managers and policymakers, (ii) identify and apply frameworks for incorporating sustainability considerations into analysis and decision-making, (iii) analyze where and how environmental and social issues intersect with business and develop and implement solutions.', 'Gain knowledge of (i) causes of environmental and social challenges related to business and respective policy and business responses, (ii) frameworks and measurement systems for incorporating sustainability concerns into business analysis and decision-making, and (iii) domains in which business activities and sustainability concerns intersect and the management of these intersections.', 'Gain knowledge of (i) causes of environmental and social challenges related to business and respective policy and business responses, (ii) frameworks and measurement systems for incorporating sustainability concerns into business analysis and decision-making, and (iii) domains in which business activities and sustainability concerns intersect and the management of these intersections.', 'Acquire skills to (i) analyze causes of and responses to environmental/social problems; develop and implement solutions as managers and policymakers, (ii) identify and apply frameworks for incorporating sustainability considerations into analysis and decision-making, (iii) analyze where and how environmental and social issues intersect with business and develop and implement solutions.', '(i) develop/articulate view of role business plays in sustainability, (ii) use knowledge and skills in business to strengthen sustainability and in sustainability to strengthen business, (iii) create network of likeminded individuals, acquire ability to engage with professionals outside their fields, and grow appreciation of how different professions contribute to business sustainability.']"
Bus: Accounting BBA,"['Understand how accounting is a global practice requiring knowledge of national and international standards, the examination of sociocultural impacts within business contexts, and the ability to leverage the advantages that diversity brings to an organization.']"
Bus: Accounting MAC,"['Understand how accounting is a global practice requiring knowledge of national and international standards, the examination of sociocultural impacts within business contexts, and the ability to leverage the advantages that diversity brings to an organization.']"
Bus: Actuarial Science BBA,[]
Bus: Analytics MSB,[]
Bus: Arts Administration MAB,"[""Develop self-awareness and leadership skills necessary to: a. utilize creativity and art to articulate a clear vision; b. engage/inspire a diverse group of colleagues; c. evaluate the immediate and long-term ethical impacts of one's actions on stakeholders; d. and influence and promote progress in a variety of professional roles and contexts.""]"
Bus: Arts Administration MBA,"[""Develop self-awareness and leadership skills necessary to: a. utilize creativity and art to articulate a clear vision; b. engage/inspire a diverse group of colleagues; c. evaluate the immediate and long-term ethical impacts of one's actions on stakeholders; d. and influence and promote progress in a variety of professional roles and contexts. ""]"
"Bus: Finance, Invest&Bank BBA",[]
"Bus: Finance, Invest&Bank MBA","['Develop the ability to assess the value of publicly traded equity and fixed income securities. (Applied Securities Analysis Program)', 'Assess the value of publicly traded and privately held equity and fixed income securities. (Corporate Finance and Investment Banking)', 'Able to execute private equity and venture financing of high potential companies. (Corporate Finance and Investment Banking)', 'Understand the importance of ethical behavior within the investment industry and have an understanding of how to work through ethical dilemmas as they arise. (Applied Securities Analysis Program)']"
"Bus: Finance, Invest&Bank MSB","['Develop the ability to assess the value of publicly traded equity and fixed income securities. (Applied Securities Analysis Program)', 'Assess the value of publicly traded and privately held equity and fixed income securities. (Corporate Finance and Investment Banking)', 'Able to execute private equity and venture financing of high potential companies. (Corporate Finance and Investment Banking)', 'Understand the importance of ethical behavior within the investment industry and have an understanding of how to work through ethical dilemmas as they arise. (Applied Securities Analysis Program)']"
Bus: General Management MBA,"['Cultural competence and perspective: Understand the advantages of a diverse and inclusive workforce, and demonstrate the cultural competencies necessary to manage such a workforce. Exhibit openness, awareness, appreciation, and ability to adjust to diversity across cultures and markets; seeking experiences to explore intercultural and socio-cultural systems.', 'Managing ambiguity: Demonstrate the ability to lead and operate effectively with uncertainty and conflicting directions in an unpredictable situation or environment. ', 'Cultural competence and perspective: Understand the advantages of a diverse and inclusive workforce, and demonstrate the cultural competencies necessary to manage such a workforce. Exhibit openness, awareness, appreciation, and ability to adjust to diversity across cultures and markets; seeking experiences to explore intercultural and socio-cultural systems.']"
Bus: General Management MSB,"['Explain how these views are shaped by globalization, environmental and social circumstances, technology, law, and the role of government.', 'Frame, reflect on, and respond to the ethical dimensions of business decisions.', 'Understand the advantages of a diverse and inclusive workforce, and demonstrate the cultural competencies necessary to manage such a workforce.', 'Understand perspectives on the role of business in society, e.g., shareholder value as its sole objective and corporations having a social responsibility.']"
Bus: Information Systems BBA,[]
Bus: International Bus BBA,[]
Bus: Management & Hum Res BBA,"['(Entrepreneurship Track) Exercise appropriate leadership, value diverse perspectives, and work collaboratively to accomplish organizational objectives in a dynamic environment.', '(Entrepreneurship Track) Make decisions based on mindfulness of relevant stakeholders, ethical reflections, and an attempt to create and sustain social, environmental, and economic value.', '(Entrepreneurship Track) Incorporate cultural context and complexities when managing in a global environment.', '(Entrepreneurship Track) Exercise appropriate leadership, value diverse perspectives, and work collaboratively to accomplish organizational objectives in a dynamic environment.', '(Management Track) Design successful organization structures to achieve strategic objectives and execute operational plans within a global business environment. ', '(Entrepreneurship Track) Make decisions based on mindfulness of relevant stakeholders, ethical reflections, and an attempt to create and sustain social, environmental, and economic value.']"
Bus: Management & Hum Res MBA,[]
Bus: Management & Hum Res MSB,[]
Bus: Marketing BBA,[]
Bus: Marketing MBA,['Demonstrate professional protocols for succeeding in the corporate environment. (Product Management Named Option)']
Bus: Marketing MSB,['Demonstrate professional protocols for succeeding in the corporate environment. (Brand Specialization)']
Bus: Oper & Tech Mgmt BBA,[]
Bus: Oper & Tech Mgmt MBA,[]
Bus: Oper & Tech Mgmt MSB,[]
Bus: RealEst & UrbLandEcon BBA,"['Recognize, measure, and create value in real estate in the strict respect of all ethical and legal norms and with full awareness of their responsibility to the communities, investors and users they aspire to serve as real estate professionals.', 'Recognize, measure, and create value in real estate in the strict respect of all ethical and legal norms and with full awareness of their responsibility to the communities, investors and users they aspire to serve as real estate professionals.']"
Bus: RealEst & UrbLandEcon MBA,"['Recognize, measure, and create value in real estate in the strict respect of all ethical and legal norms and with full awareness of their responsibility to the communities, investors, public policy makers and users they aspire to serve as real estate professionals.', 'Recognize, measure, and create value in real estate in the strict respect of all ethical and legal norms and with full awareness of their responsibility to the communities, investors, public policy makers and users they aspire to serve as real estate professionals.']"
Bus: RealEst & UrbLandEcon MSB,"['Recognize, measure, and create value in real estate with the strict respect of all ethical and legal norms and with a full awareness of the responsibility to the communities, investors and users they aspire to serve as real estate professionals.', 'Recognize, measure, and create value in real estate with the strict respect of all ethical and legal norms and with a full awareness of the responsibility to the communities, investors and users they aspire to serve as real estate professionals.']"
Bus: Risk Mgmt & Insurance BBA,"['Identify decision-making challenges, and implement strategies to address those challenges, in environments involving risk and uncertainty.']"
Bus: Risk Mgmt & Insurance MBA,"['Identify decision-making challenges, and implement strategies to address those challenges, in environments involving risk and uncertainty.']"
Bus: Risk Mgmt & Insurance MSB,"['Identify decision-making challenges, and implement strategies to address those challenges, in environments involving risk and uncertainty.']"
Bus: Supply Chain Mgmt MBA,[]
Bus: Supply Chain Mgmt MSB,[]
Business Mgmt ALS UCrt,[]
Business PHD,"['Understand and adhere to ethical and professional conduct in a diverse scholarly environment.', 'Understand and adhere to ethical and professional conduct in a diverse scholarly environment.']"
Business UCrt,[]
Cancer Biology MS,['Recognizes and applies principles of ethical and professional conduct.']
Cancer Biology PHD,['Fosters ethical and professional conduct.']
Cartogr & Geog Info Sys BA,"['Broad spectrum of geographical knowledge and skills, as well as a degree of expertise in a specific sub-field of the discipline (Human, People-Environment, Physical, Cart/GIS). ']"
Cartogr & Geog Info Sys MS,['Recognizes and applies principles of ethical and professional conduct.']
Cellular & Molecular Bio MS,['Exhibit and foster ethical and professional conduct.']
Cellular & Molecular Bio PHD,['Exhibit and foster ethical and professional conduct.']
Cellular & Molecular Path MS,['Recognizes and applies principles of ethical and professional conduct.']
Cellular & Molecular Path PHD,['Fosters ethical and professional conduct.']
Chemical Engineering BS,"['an ability to function effectively on a team whose members together provide leadership, create a collaborative and inclusive environment, establish goals, plan tasks, and meet objectives', 'an ability to apply engineering design to produce solutions that meet specified needs with consideration of public health, safety, and welfare, as well as global, cultural, social, environmental, and economic factors', 'an ability to recognize ethical and professional responsibilities in engineering situations and make informed judgments, which must consider the impact of engineering solutions in global, economic, environmental, and societal contexts', 'an ability to function effectively on a team whose members together provide leadership, create a collaborative and inclusive environment, establish goals, plan tasks, and meet objectives', 'an ability to recognize ethical and professional responsibilities in engineering situations and make informed judgments, which must consider the impact of engineering solutions in global, economic, environmental, and societal contexts', 'an ability to function effectively on a team whose members together provide leadership, create a collaborative and inclusive environment, establish goals, plan tasks, and meet objectives']"
Chemical Engineering MS,['Recognize and apply principles of ethical and professional conduct.']
Chemical Engineering PHD,['Fosters ethical and professional conduct.']
Chemistry BA,"['Work collaboratively with others, both chemists and those from other disciplines, to solve problems and create new knowledge.', 'Understand professional and ethical responsibility.', 'Understand professional and ethical responsibility.']"
Chemistry MS,['Recognizes and applies principles of ethical and professional conduct.']
Chemistry PHD,"['Fosters safe, ethical, and professional conduct.']"
Chicana/o and Lat Studies UCrt,"['Discuss the differences and commonalities (culture, indigeneity, Diaspora, national origin, migration and immigration, citizenship, phenotype, gender, sexual orientation, sexuality, language, geography, economics, and worldviews and values) that shape the intersecting experiences and tensions within and across Chican@ and Latin@ populations.']"
Chinese BA,[]
Chinese BSE,[]
Chinese MA,['Recognize and apply principles of ethical and professional conduct.']
Chinese PHD,"['Recognize, apply, and foster ethical and professional conduct.']"
Chinese Prof Comm UCrt,[]
Civil & Environmental Engr ME,['Fosters ethical and professional conduct.']
Civil & Environmental Engr MS,['Recognize and apply principles of ethical and professional conduct.']
Civil & Environmental Engr PHD,['Recognize and apply principles of ethical and professional conduct.']
Civil Engineering BS,"['an ability to function effectively on a team whose members together provide leadership, create a collaborative and inclusive environment, establish goals, plan tasks, and meet objectives', 'an ability to apply engineering design to produce solutions that meet specified needs with consideration of public health, safety, and welfare, as well as global, cultural, social, environmental, and economic factors', 'an ability to recognize ethical and professional responsibilities in engineering situations and make informed judgments, which must consider the impact of engineering solutions in global, economic, environmental, and societal contexts', 'an ability to function effectively on a team whose members together provide leadership, create a collaborative and inclusive environment, establish goals, plan tasks, and meet objectives', 'an ability to recognize ethical and professional responsibilities in engineering situations and make informed judgments, which must consider the impact of engineering solutions in global, economic, environmental, and societal contexts', 'an ability to function effectively on a team whose members together provide leadership, create a collaborative and inclusive environment, establish goals, plan tasks, and meet objectives']"
Classical & Ancient N East MA,['Recognizes and applied principles of ethical and professional conduct.']
Classical & Ancient N East PHD,['Fosters ethical and professional conduct.']
Classical Humanities BA,"['Compare and critique ancient Greek, Roman, and Near Eastern societies and cultures to demonstrate intercultural competence and ethical reasoning.']"
Classical Stds UCrt,"['Compare and critique ancient Greek, Roman, and Near Eastern societies and cultures to demonstrate intercultural competence and ethical reasoning.']"
Classics BA,[]
Clinic Nutrition-Diet Int CAP,[]
Clinic&Community Outcomes CAP,[]
Clinic&Community Outcomes GCrt,[]
Clinical Health Informatic CAP,"['Inter-professional Collaborative Practice: Exhibit behavior that reflects the foundations of values/ethics, roles/responsibilities, inter-professional communication practices, and inter-professional teamwork for team-based practice.', 'Professionalism: Demonstrate conduct that reflects the aims or qualities that characterize a professional person encompassing especially a defined body of knowledge and skills and their lifelong maintenance as well as adherence to an ethical code.']"
Clinical Health Informatics MS,"['Interprofessional Collaborative Practice: Exhibit behavior that reflects the foundations of values/ethics, roles/responsibilities, interprofessional communication practices, and interprofessional teamwork for team-based practice.  ', 'Professionalism: Demonstrate conduct that reflects the aims or qualities that characterize a professional person encompassing especially a defined body of knowledge and skills and their lifelong maintenance as well as adherence to an ethical code.  ']"
Clinical Investigation MS,"['Apply and foster professional, ethical and responsible conduct of clinical research.', 'Apply and foster professional, ethical and responsible conduct of clinical research.']"
Clinical Investigation PHD,"['Apply and foster professional, ethical and responsible conduct of clinical research.', 'Apply and foster professional, ethical and responsible conduct of clinical research.']"
Clinical Nurse Specialist CAP,[]
Clinical Nutrition CAP,[]
Clinical Nutrition MS,[]
Clinical Rehab Counseling MS,['Recognize and apply principles of ethical and professional conduct.']
Cnsr Behvr & Mktplce Stds BS,"['Invoke interdisciplinary and collaborative approaches to understand the interactions between individuals and their social and environmental contexts.', 'Invoke interdisciplinary and collaborative approaches to understand the interactions between individuals and their social and environmental contexts.', 'Demonstrate an understanding of the global retail industry and how retailers can enhance consumer well-being.']"
Comm Sciences & Disorders BA,[]
Comm Sciences & Disorders BSE,[]
Comm Sciences & Disorders CAP,[]
Comm Sciences & Disorders MS,['(Professional Conduct) Recognize and apply principles of ethical and professional conduct.']
Comm Sciences & Disorders PHD,[]
Comm-Engaged Scholrshp GCrt,"['Design and evaluate community-based programs for education and outreach using collaborative and participatory approaches.', 'Develop mutually beneficial and equitable partnerships with community organizations and members.', 'Design and evaluate community-based programs for education and outreach using collaborative and participatory approaches.']"
Comm-Engaged Scholrshp MIN,"['Design and evaluate community-based programs for education and outreach using collaborative and participatory approaches.', 'Develop mutually beneficial and equitable partnerships with community organizations and members. ', 'Design and evaluate community-based programs for education and outreach using collaborative and participatory approaches.']"
Communication Arts BA,[]
Communication Arts MA,['Recognizes and applies principles of ethical and professional conduct.']
Communication Arts PHD,['Fosters ethical and professional conduct.']
Community & Env Soc BS,"['Learn general theories on basic social processes, especially those related to the relationships between society and the environment and the social organization of communities.']"
Community&Nonprofit Ldrshp BS,"['(Civic literacy and the public sphere) Assess the major trends in civil society recognizing the influence and interconnectedness across the major sectors of society and exhibit strong capacity for sustained, high impact participation in civic life.', '(Identity, diversity, and social justice) Recognize well-being and social justice as relational and position, applying these principles in community organizing and empowerment.', '(Leadership, ethics, and well-being) Recognize the value of being a reflective, ethical leader who cultivates others? strengths and leadership capabilities, while exhibiting self-care and care for others.', '(Civic literacy and the public sphere) Assess the major trends in civil society recognizing the influence and interconnectedness across the major sectors of society and exhibit strong capacity for sustained, high impact participation in civic life.', '(Identity, diversity, and social justice) Recognize well-being and social justice as relational and position, applying these principles in community organizing and empowerment.', '(Identity, diversity, and social justice) Recognize well-being and social justice as relational and position, applying these principles in community organizing and empowerment.', '(Leadership, ethics, and well-being) Recognize the value of being a reflective, ethical leader who cultivates others? strengths and leadership capabilities, while exhibiting self-care and care for others.']"
Community&Nonprofit Ldrshp CAP,[]
Comp Biomedical Sciences MS,['Recognizes and applies ethical conduct and professional guidelines.']
Comp Biomedical Sciences PHD,"['Recognizes and applies ethical conduct and professional guidelines.', 'Fosters ethical conduct and professional guidelines.']"
Comp Lit and Folklore St BA,[]
Comp Lit and Folklore St MA,['Recognizes and applies principles of ethical and professional conduct.']
Comp Lit and Folklore St PHD,['Fosters ethical and professional conduct.']
Comp Sci for Professionals CAP,[]
Computer Engineering BS,"['an ability to function effectively on a team whose members together provide leadership, create a collaborative and inclusive environment, establish goals, plan tasks, and meet objectives', 'an ability to apply engineering design to produce solutions that meet specified needs with consideration of public health, safety, and welfare, as well as global, cultural, social, environmental, and economic factors', 'an ability to recognize ethical and professional responsibilities in engineering situations and make informed judgments, which must consider the impact of engineering solutions in global, economic, environmental, and societal contexts', 'an ability to function effectively on a team whose members together provide leadership, create a collaborative and inclusive environment, establish goals, plan tasks, and meet objectives', 'an ability to recognize ethical and professional responsibilities in engineering situations and make informed judgments, which must consider the impact of engineering solutions in global, economic, environmental, and societal contexts', 'an ability to function effectively on a team whose members together provide leadership, create a collaborative and inclusive environment, establish goals, plan tasks, and meet objectives']"
Computer Sciences BA,[]
Computer Sciences MS,[]
Computer Sciences PHD,['Fosters ethical and professional conduct.']
Computer Sciences UCrt,[]
Conservation Biology BA,"['Explain the basic concepts of ecology and evolution and how they underpin and apply to the science of conservation biology.', 'Understand and explain the scientific process as related to conservation biology, including the relevance of theories and how hypotheses are tested.', 'Recognize species within some particular group of organisms and explain key aspects of their ecology, phylogeny, and conservation needs.', 'Apply general ecological principles to assess and address conservation threats to particular species, communities, and ecosystems.', 'Investigate and communicate the connections between the biological and social sciences and humanities as they affect conservation programs and activities.', 'Identify, interpret, and communicate conservation ideas, needs and programs to others.', 'Apply general ecological principles to assess and address conservation threats to particular species, communities, and ecosystems.']"
Consumer Health Advocacy CAP,"['Develop critical health advocacy competencies including communication, collaborative decision  making, cultural humility, and ethics.']"
Consumer Health Advocacy GCrt,"['Develop critical health advocacy competencies including communication, collaborative decision  making, cultural humility, and ethics.']"
